@RELATION Untitled

@ATTRIBUTE fLength:	real
@ATTRIBUTE fWidth:	real
@ATTRIBUTE fSize:	real
@ATTRIBUTE fConc:	real
@ATTRIBUTE fConc1:	real
@ATTRIBUTE fAsym:	real
@ATTRIBUTE fM3Long:	real
@ATTRIBUTE fM3Trans:	real
@ATTRIBUTE fAlpha:	real
@ATTRIBUTE fDist:	real
@ATTRIBUTE class:	{g,h}

@DATA
70.7565,39.4608,3.3164,0.1525,0.0895,-56.4029,43.7692,-35.609,7.797,287.001,g
36.0178,15.0108,2.6898,0.3289,0.1788,49.5051,22.0221,7.3974,3.1073,157.071,g
58.1422,21.6227,3.3006,0.1782,0.0923,65.7572,46.4289,5.9938,1.5315,224.507,g
20.6204,8.7072,2.1851,0.5608,0.3138,-19.7423,24.1898,12.4961,39.6851,205.3396,h
25.1648,12.8247,2.5315,0.4588,0.2779,-22.0675,-13.2826,8.1814,2.0137,127.799,g
25.7974,15.0539,2.608,0.4069,0.2109,-18.2012,13.4294,9.2773,58.6235,38.5349,g
34.6337,7.1569,2.5971,0.5613,0.2819,11.8635,27.6383,-5.0869,8.051,207.105,h
24.1215,10.5814,2.779,0.533,0.2925,12.329,31.3703,-11.5267,63.2577,238.9934,h
82.3948,35.6683,3.5539,0.1176,0.0613,-70.8148,70.989,20.8649,0.509,257.942,g
33.1165,14.9345,2.4807,0.3901,0.2099,-20.3186,-19.6729,13.0813,5.7762,196.862,g
87.3533,27.0798,3.6356,0.2006,0.1003,66.8263,85.9163,-15.1756,1.466,276.856,g
160.688,42.2971,3.141,0.1395,0.0712,144.584,172.517,-22.5529,58.138,111.418,h
74.0348,17.9769,2.8943,0.2972,0.1792,-60.1243,-45.2953,-18.7894,3.783,280.264,g
17.4908,11.0749,2.2175,0.5455,0.2818,0.9653,-6.1257,-3.4056,68.7191,145.251,g
42.134,18.3822,2.5933,0.3673,0.2079,34.5735,37.3944,-12.497,26.9644,162.403,g
32.8709,18.7783,2.7604,0.3455,0.1953,34.9337,26.5866,-9.0089,23.761,166.98,g
19.7752,11.7143,2.5838,0.5737,0.3377,19.4423,14.2667,7.5062,74.0078,177.452,h
124.183,23.4032,3.1793,0.2224,0.1519,-145.624,-74.4461,20.624,36.59,214.947,h
60.9046,20.4221,3.1955,0.1874,0.1042,75.238,42.1983,-15.2615,6.978,235.034,g
58.8849,6.1495,2.9987,0.3532,0.1792,75.8138,40.2106,2.1501,25.2695,237.1721,h
18.1038,10.749,2.1644,0.5205,0.2637,0.7222,-6.0334,2.9306,20.707,84.1078,g
96.032,39.9332,3.0166,0.3118,0.1593,60.8547,97.0464,-32.1138,69.8492,264.674,h
48.9319,19.9172,3.1913,0.2259,0.1271,26.6507,49.5332,-10.1152,1.645,235.795,g
74.4846,12.5178,2.9172,0.2384,0.1204,-43.1196,-11.0495,-7.8403,84.713,161.896,h
40.634,17.7428,2.7931,0.3156,0.1586,33.0586,36.9166,13.8534,7.9894,139.117,g
93.4214,17.8618,3.1178,0.1899,0.1087,-54.5623,85.6221,-6.0429,7.6036,307.538,g
107.246,62.9248,4.4209,0.0654,0.0331,-91.8615,80.1344,38.8656,2.5599,307.667,g
23.6846,18.2775,2.7304,0.4205,0.2819,-1.2911,15.0703,4.8989,15.923,135.989,g
22.6157,12.6978,2.2788,0.5789,0.3132,17.0142,10.1953,9.062,34.5976,178.035,g
23.6245,12.651,2.5478,0.4873,0.2564,20.123,9.9205,-9.3216,9.529,175.905,g
26.4138,15.0071,2.3464,0.4279,0.2545,-36.7844,7.7191,-14.218,1.4,229.922,g
20.1503,12.4859,2.4749,0.4958,0.2697,-2.7652,12.3436,-10.2218,3.0331,163.523,g
110.122,66.2243,3.8618,0.0811,0.0424,16.2709,92.0877,60.4234,74.6908,264.949,h
33.3819,21.2983,2.4742,0.3188,0.1594,10.2273,-25.0007,-15.3124,44.799,56.6157,g
60.8535,16.4371,2.8588,0.2464,0.1419,-33.875,-51.6825,-15.0611,2.6332,200.599,g
73.9831,14.8533,3.243,0.2374,0.1225,34.4922,61.5336,14.595,8.5651,226.8574,h
45.9267,21.1137,3.0939,0.2352,0.1301,39.9539,39.2603,-16.04,18.5777,223.142,g
55.5853,9.8477,2.8917,0.4409,0.2368,30.2525,31.5485,-8.5044,50.205,43.7845,h
23.6294,17.2811,2.5366,0.3314,0.202,4.5248,16.7613,-5.1778,28.4342,183.704,g
13.0186,9.8423,2.5101,0.6891,0.3795,5.9403,23.0128,15.6372,2.0169,249.1274,h
24.4466,17.6349,2.5434,0.392,0.2074,11.5906,-13.087,-8.4008,1.8427,127.831,g
118.5341,53.8896,4.0963,0.1001,0.0285,-21.5553,-121.2267,47.0572,72.1555,227.5055,h
96.5421,40.3366,3.4214,0.1599,0.0885,-115.922,60.6116,23.4068,14.594,250.817,g
32.3871,9.7433,2.3632,0.4805,0.2406,20.3923,-2.3033,10.1062,46.2192,178.0548,h
43.3563,11.4175,2.7392,0.3482,0.2179,-18.2254,36.8009,5.6819,64.94,99.0768,h
31.2684,9.4683,2.2589,0.4463,0.2231,7.8617,23.3259,-9.2346,22.4698,225.955,g
77.5425,21.7152,3.3981,0.2803,0.1597,-46.965,71.7929,11.6612,0.075,283.187,g
12.871,9.8459,2.2516,0.7899,0.5686,11.2062,8.4149,-5.4993,40.035,146.03,g
41.8024,16.7535,2.841,0.4585,0.292,25.1245,55.0076,-10.4222,20.2025,206.748,g
75.4576,36.3955,3.8115,0.1655,0.0907,-74.9578,41.7518,-24.2944,4.6873,255.246,g
114.4721,33.2603,3.388,0.2897,0.1418,-135.2815,-70.6218,-23.0948,42.1084,334.0368,h
182.1544,35.9937,2.8363,0.4723,0.2431,-129.3361,-193.0007,-27.7674,24.73,336.8741,h
95.5973,25.7806,3.4943,0.2169,0.1152,-13.2794,43.3393,16.6877,0.5731,327.217,g
18.6481,10.4145,2.5353,0.5364,0.2726,25.2247,6.526,4.0545,12.314,212.062,h
33.9387,11.3974,2.6015,0.4205,0.229,43.8658,20.4974,-9.7914,10.996,200.068,h
85.6186,21.3754,2.7392,0.2717,0.1431,-67.7877,-52.2066,-3.5756,63.924,112.012,h
22.0239,14.7859,2.5276,0.4777,0.2418,14.3827,-8.5181,11.0575,62.975,167.615,g
34.9976,10.432,2.4914,0.4677,0.2597,-17.1248,-29.3049,5.0799,9.4498,192.551,g
35.2684,29.803,2.7585,0.3069,0.177,21.783,33.3994,30.3932,56.554,118.82,g
157.757,106.801,3.4859,0.1892,0.0965,59.7534,121.385,127.381,82.3074,416.326,h
30.8978,13.8836,2.8488,0.4391,0.2812,14.261,29.9884,-6.0247,14.4319,63.7038,g
106.1228,35.7363,3.0275,0.3822,0.2044,73.3577,124.6383,-17.1377,84.007,14.5272,h
12.9579,11.0885,2.1973,0.7429,0.4476,14.2755,-7.0607,-8.9274,32.5299,72.5491,h
17.5048,11.0088,2.2122,0.546,0.316,-0.1748,3.3504,5.654,5.9071,156.575,g
29.446,20.8319,2.4346,0.4412,0.2261,34.318,14.5114,-16.3188,29.3534,228.656,g
81.4626,30.0263,3.2404,0.4179,0.2394,32.9406,-37.2187,-17.1882,3.1267,373.486,g
45.9877,20.5174,2.8519,0.2658,0.1653,57.5732,27.8529,-10.0456,2.967,186.762,g
101.1282,38.8295,2.9581,0.1939,0.1022,-183.9706,63.5524,34.5762,48.6122,205.6906,h
20.7502,16.4512,2.3064,0.479,0.2395,33.2781,-17.504,-11.4548,74.477,132.97,g
26.3201,13.6678,2.4099,0.4202,0.2121,-32.1474,-18.1186,-10.5491,0.3082,262.888,g
32.6126,15.8183,2.6048,0.3354,0.1925,-28.8594,-23.2837,-8.2173,2.6807,209.483,g
26.8145,19.1915,2.791,0.3447,0.1788,10.2884,-10.587,-14.7578,66.3368,194.616,h
209.539,22.3619,2.9253,0.2506,0.1443,-130.038,107.644,16.0794,61.0499,263.965,h
61.374,22.8597,3.0245,0.2108,0.112,47.2363,46.4616,15.9629,3.713,262.058,g
78.2479,27.8127,3.3982,0.2758,0.1677,-3.0318,44.9303,-8.3688,3.861,336.384,g
105.348,46.9254,3.6931,0.211,0.1108,-20.6298,-110.327,26.8764,10.196,379.917,h
136.3685,95.3572,3.6573,0.0976,0.0464,90.2576,105.0176,64.9429,25.7463,48.812,h
78.0948,30.7423,2.8269,0.2682,0.1613,52.8765,54.3601,20.9913,53.9914,283.0713,h
56.1006,20.8356,2.932,0.2339,0.1433,60.688,46.3455,14.4139,12.322,141.825,g
27.713,17.4625,2.7202,0.2876,0.1514,-30.7748,-9.3534,-12.1012,70.253,77.8746,h
24.2738,10.2544,2.4338,0.5709,0.3591,3.5958,20.6702,8.8547,84.759,227.16,h
21.4329,9.5412,2.3945,0.5927,0.3569,3.145,-15.0393,10.0636,20.7,109.464,g
12.6327,11.798,2.1945,0.7093,0.3546,7.5536,11.4815,0,80.4713,45.6296,g
46.5015,36.7249,3.0881,0.2792,0.1408,7.1853,56.9306,-10.5249,19.163,29.6676,g
13.198,10.8234,2.2109,0.7754,0.4154,-14.6154,2.1486,-11.7547,16.8038,154.15,g
108.611,47.9986,3.5237,0.159,0.09,-9.5206,-95.68,-16.1697,17.233,341.987,h
104.154,29.1772,3.2499,0.1305,0.0695,-78.4155,-54.3626,14.8855,17.622,189.833,g
46.7619,15.1993,2.5786,0.3377,0.1913,24.7548,43.8771,-6.6812,7.875,102.251,g
70.1859,18.7977,3.1942,0.2673,0.141,22.418,68.0417,-11.5645,4.216,257.178,g
41.8126,10.9456,2.8612,0.3909,0.2182,31.6236,18.7104,-4.8886,40.4672,209.872,h
25.2017,10.3461,2.3191,0.494,0.2902,-8.9005,-18.1472,-7.456,1.9439,172.782,g
20.9417,12.0477,2.3589,0.5208,0.2648,-2.3973,9.9103,-10.8915,1.011,147.215,g
79.1886,22.9409,3.273,0.1856,0.0968,30.9449,84.9596,15.2506,2.6,148.692,g
48.6983,17.059,3.0748,0.2921,0.1578,18.5988,47.726,-11.0697,4.923,201.378,g
27.0994,10.6958,2.4969,0.4841,0.2723,8.453,15.2155,7.4016,1.5977,145.424,g
29.9675,18.9458,2.6294,0.3192,0.189,7.3549,13.07,-12.335,87.736,186.845,g
28.1352,7.2349,2.5915,0.7374,0.4156,19.8117,12.7035,6.3876,16.7591,139.6012,h
93.7259,27.8761,3.2193,0.1895,0.1065,44.6055,113.066,-19.6776,18.6002,165.461,g
30.3824,13.4151,2.5676,0.3897,0.2233,-7.5413,23.8201,11.3714,11.9419,179.686,g
35.9852,11.7567,2.7067,0.389,0.1974,1.6087,-22.0308,-5.5179,60.5251,170.446,h
29.8063,17.6169,2.4914,0.5,0.35,27.3739,29.5774,-20.3248,38.85,107.562,g
61.0809,11.3314,2.8912,0.3594,0.1866,18.274,25.7627,-9.1619,76.3962,61.8098,h
128.627,21.6801,2.7749,0.2636,0.1335,101.383,128.975,-11.5924,3.1073,221.05,h
20.1638,12.7267,2.4448,0.4452,0.2316,-19.1572,-6.4733,6.7455,11.655,188.7,g
81.1254,32.3186,3.3511,0.1729,0.088,67.0179,77.5083,29.5555,10.34,188.939,g
55.9614,15.7893,2.7447,0.3895,0.2109,31.2455,35.1794,16.8186,17.8245,247.9746,h
19.4413,7.2845,2.1351,0.7839,0.4212,-4.4407,10.8056,-4.2641,27.318,137.048,g
40.4316,10.0119,2.9407,0.2951,0.1696,41.3406,24.7242,-4.37,64.2689,235.0006,h
38.9533,13.99,2.6762,0.3224,0.1633,13.374,29.4408,10.8909,3.316,210.401,g
32.9955,31.0242,3.3646,0.257,0.1609,-12.0468,-26.149,-17.9812,0.465,17.9398,g
23.8349,18.6432,2.8322,0.3782,0.2436,-17.265,-11.7662,7.1626,69.237,64.2395,g
26.1141,15.7883,2.7344,0.3871,0.1945,40.3996,-14.5766,-14.2485,4.7719,207.337,g
81.6495,42.7756,3.5169,0.1411,0.0719,65.2273,74.2127,-18.0978,8.6194,279.48,g
28.7189,10.9236,2.4119,0.5501,0.3441,9.1313,10.9371,7.9162,85.9512,170.2305,h
26.9419,20.1143,2.769,0.3557,0.2051,12.6292,10.3599,16.7684,3.9876,149.775,g
38.2081,29.6875,2.8689,0.2502,0.1508,25.2156,-30.8998,-14.7142,25.176,145.734,g
26.2657,7.1708,2.2279,0.6154,0.3521,10.7552,13.2753,-3.8046,67.3611,193.74,h
54.1138,12.2997,2.6314,0.3622,0.1951,35.4775,50.2178,-8.8637,2.9862,262.324,g
8.0518,7.6959,2.4996,0.6751,0.4281,-0.5604,-4.9496,-9.9392,74.1809,135.6929,h
19.488,9.8834,2.1987,0.5633,0.2943,25.3243,6.7234,-3.7435,67.2734,65.8253,g
97.0383,14.2466,2.3936,0.4566,0.2404,-120.311,55.7508,7.2943,65.684,262.9,h
128.8696,24.8825,2.7363,0.3673,0.2243,-107.5256,-116.4463,-17.6881,45.9951,254.3935,h
27.7826,11.8713,2.5623,0.411,0.2096,9.8933,21.3733,-7.1486,66.669,104.412,g
30.2759,16.6339,2.7493,0.3758,0.2484,27.8803,15.6985,-12.2719,6.723,136.94,g
22.4846,12.964,2.2776,0.4591,0.2507,0.8333,-8.823,-4.5256,78.7388,167.476,g
29.3911,15.9442,2.5276,0.3175,0.1588,2.1929,-21.295,13.5689,7.845,149.267,g
47.1951,23.7468,2.9307,0.2088,0.1167,33.9827,41.2137,15.975,18.4615,133.387,g
222.238,87.3398,3.246,0.2123,0.1234,-307.122,-82.4761,78.8522,63.245,249.948,h
27.1008,10.5205,2.5711,0.6094,0.4497,23.5141,25.8986,-9.9203,81.1257,158.003,h
21.1218,12.4646,2.43,0.5962,0.3439,-34.0037,-24.3158,5.6196,30.8984,188.4942,h
48.2614,22.741,2.9154,0.1695,0.1061,29.0896,25.8891,-14.7062,66.9831,208.753,h
24.0748,16.458,2.6112,0.4798,0.2925,-2.9543,4.8933,-8.1687,0.893,127.049,g
57.1546,39.0976,2.943,0.3694,0.2195,28.6342,69.9925,-28.6106,13.062,60.0663,h
34.7211,22.219,2.9892,0.286,0.1512,40.9308,-11.5358,-14.993,21.486,194.815,g
66.4147,22.961,3.5732,0.2434,0.1236,21.8641,64.5106,7.9777,1.147,231.359,g
101.9189,50.8736,3.8503,0.1131,0.0565,-90.5293,2.4132,-41.1968,19.2345,252.7561,h
101.806,38.4131,3.0759,0.2149,0.1348,-50.1173,-70.6617,-23.2883,18.019,290.048,h
12.8,11.5562,2.0774,0.728,0.3724,-15.1368,5.1334,11.5975,12.23,45.7994,g
51.9163,28.62,3.2033,0.1712,0.1032,52.7317,33.7837,11.3483,50.6265,221.7059,h
28.9269,6.6407,2.5276,0.6944,0.3487,2.5945,21.9502,4.3081,2.1748,190.054,h
13.7202,9.5579,2.1737,0.6989,0.3634,17.6343,-14.3193,10.2561,65.839,206.5818,h
54.8335,12.8325,2.9232,0.2995,0.1689,-4.6042,25.123,6.7826,24.614,221.648,h
27.0561,13.4792,2.616,0.4794,0.2869,-7.6385,-20.0816,-9.8318,14.852,171.689,g
42.4667,21.8903,2.7789,0.2196,0.1106,-16.5391,31.0034,-9.7202,4.9852,170.72,g
84.4745,21.301,3.1755,0.2664,0.1392,-39.5699,61.0268,-6.2394,3.18,290.166,g
20.4351,10.9445,2.3365,0.5668,0.3018,-7.8342,18.168,-9.5896,73.5855,242.834,h
25.5449,21.1289,2.7763,0.3515,0.2201,-5.8842,-16.4746,-15.4612,69.3466,90.6994,g
35.4974,13.6935,2.7675,0.4048,0.2143,34.6276,26.5913,-7.2684,17.915,229.756,g
59.3765,24.5358,3.3144,0.2119,0.1142,32.9449,58.346,-12.8838,8.7949,154.341,g
31.6675,5.7114,2.3192,0.7744,0.5102,16.3071,25.3384,-3.8923,5.2978,149.2918,h
27.3397,12.5875,2.596,0.4715,0.2598,12.2726,15.902,-7.9925,20.048,166.382,g
22.0591,0.0969,2.1131,0.7144,0.3943,13.1468,-6.2334,8.6781,15.507,118.7977,h
53.0943,17.864,2.9157,0.2429,0.1354,2.678,34.8987,-9.3369,0.5989,228.529,g
112.1475,22.1891,3.3069,0.225,0.1013,25.9059,76.711,-29.8017,9.6688,177.1615,h
35.9189,17.2552,2.9557,0.2724,0.1489,34.8216,17.8174,7.8104,2.7747,164.896,g
24.0789,11.8664,2.6294,0.5023,0.2758,9.9897,14.9815,-11.2132,22.926,161.42,g
29.0737,11.33,2.7144,0.4847,0.2732,18.0458,23.1537,-9.9597,60.4286,104.3705,h
26.5359,10.7914,2.7236,0.6936,0.3629,30.8157,20.5885,1.117,33.0496,140.496,h
43.3949,20.1472,2.9694,0.2811,0.1636,4.8949,-31.9114,-1.8713,5.069,219.882,g
52.1899,14.2675,2.6201,0.3477,0.2098,47.3795,37.3314,-8.7793,3.139,126.02,g
12.96,11.1358,2.2,0.7445,0.4385,-14.4446,7.0352,-9.7628,63.541,229.429,g
34.8593,23.2481,2.8627,0.2305,0.1255,-8.6666,25.6259,-9.291,1.858,141.327,g
26.0981,19.0882,2.8722,0.3812,0.2221,-13.3977,-22.078,8.4573,9.518,190.556,g
21.4824,12.6292,2.3253,0.4444,0.2293,28.1533,11.1342,9.8983,35.8283,71.743,g
18.7573,15.3789,2.6474,0.473,0.2917,-2.8784,6.5901,5.7708,10.6572,47.6311,g
35.3572,11.5794,2.5832,0.4151,0.2441,13.2905,-22.171,-11.6236,30.3721,67.1247,g
35.4204,18.0487,2.6493,0.3027,0.1513,24.5634,18.1481,13.7779,15.2498,239.062,h
29.5501,7.8658,2.3483,0.6278,0.4058,29.2047,23.4294,7.2589,17.6342,108.786,g
186.4867,62.6425,3.5001,0.1458,0.1107,-250.7312,-77.9378,54.655,67.9583,256.196,h
12.6834,11.6968,2.1351,0.696,0.3919,15.7979,-9.6666,0.5806,53.022,112.656,g
24.1449,17.1047,2.6021,0.385,0.2062,32.0857,15.5108,-10.4905,35.5329,132.382,g
66.1975,24.7449,3.056,0.2426,0.1218,-105.688,34.9757,19.3646,7.5637,223.704,g
27.8651,22.4944,2.8701,0.2927,0.1593,26.8529,-25.2281,7.6651,88.7812,201.9045,h
55.9732,14.3168,2.7202,0.3048,0.159,-90.4592,24.4704,-11.9677,8.528,251.922,g
25.7223,12.8615,2.6112,0.5679,0.3219,6.178,17.9656,-8.3127,58.622,193.172,h
37.7155,7.2191,2.3253,0.4539,0.2624,47.8865,18.0399,-5.7364,24.5831,254.896,g
87.3343,58.5352,3.8619,0.1653,0.1011,-96.7451,-57.552,-31.9197,1.1715,387.7073,h
50.741,36.7379,3.8913,0.1335,0.0678,4.3911,39.5033,14.2597,18.85,135.605,g
48.2679,26.8382,2.7059,0.2441,0.123,13.8346,-36.6641,-20.2748,35.118,97.5741,g
58.0216,25.4482,3.1546,0.1709,0.0907,-32.5491,-44.2358,17.3529,3.131,183.871,g
45.4214,31.9009,3.5653,0.1711,0.0869,46.0041,40.5794,-17.8607,11.6075,165.603,g
31.6582,15.3503,2.4962,0.3509,0.1898,3.4884,19.1343,9.5615,39.136,222.252,g
19.0848,13.7346,2.5849,0.6008,0.3966,17.2824,19.4696,-5.239,5.3161,213.714,h
154.037,17.3139,2.9292,0.2719,0.156,113.915,118.965,-12.6074,50.738,71.8962,g
18.2098,12.11,2.3375,0.5793,0.3885,1.2409,-9.4515,10.7636,0.251,90.8107,g
45.1318,18.3863,2.8963,0.2476,0.1479,-0.9493,-21.8496,-16.6095,5.11,226.026,g
18.1825,10.6833,2.415,0.7077,0.3981,-8.2743,15.8082,4.0825,63.7141,122.215,g
48.0293,13.2839,2.7832,0.3855,0.21,32.6432,14.7251,-10.5128,2.397,199.141,g
27.0329,12.8911,2.682,0.4635,0.2197,29.1305,21.7562,-5.54,11.2582,184.0821,h
96.4872,19.2971,2.8274,0.3185,0.1719,-149.693,91.9232,13.8765,10.213,190.592,g
201.777,65.8168,3.6415,0.0943,0.0544,-331.925,109.891,42.2368,73.3694,184.751,h
63.4558,23.6207,3.2119,0.1762,0.0985,69.7127,27.8829,-5.1909,2.8194,248.237,g
51.9072,36.4683,3.226,0.164,0.0996,-4.6645,9.1686,21.6918,30.4817,232.841,h
16.8677,8.8821,2.4054,0.589,0.3472,32.1945,21.9606,-0.0666,62.694,112.6928,h
22.6701,11.4537,2.3883,0.5358,0.3252,-26.9995,-11.0491,-10.9793,29.9286,208.525,h
35.2705,19.3642,2.7419,0.317,0.1821,-40.5453,-27.359,16.449,80.8997,63.119,h
13.1015,5.7631,2.4018,0.5479,0.279,28.4059,18.3969,10.6962,23.4659,197.2919,h
40.0436,29.8364,3.3093,0.1673,0.0881,43.8255,22.922,-18.7429,1.6058,147.6,g
43.2848,14.5711,2.5014,0.4801,0.2659,54.1012,32.1494,-6.6345,54.2701,250.4787,h
34.3305,17.4936,2.6753,0.3696,0.2059,31.2454,31.6675,-13.9385,17.7258,256.083,h
63.6221,25.8677,3.3082,0.211,0.1094,31.5371,50.6832,-11.8233,5.5598,269.896,g
25.9034,12.1401,2.4564,0.4126,0.2325,34.8238,12.3815,-5.1151,34.0048,89.8237,g
57.9372,10.1,2.5938,0.3592,0.1898,-51.4921,-35.1508,-5.1753,0.1315,135.601,g
201.2789,88.221,2.7455,0.5112,0.278,-179.2937,-166.2354,73.3354,11.8913,317.1464,h
233.1415,67.723,3.3402,0.214,0.1373,-190.4971,-174.8274,-51.9069,68.4675,277.4428,h
121.3825,28.4647,2.9319,0.2335,0.1528,-93.0578,-108.9778,15.1578,42.2246,86.4326,h
25.9538,12.1946,2.4624,0.4621,0.2534,-0.3813,17.3215,-7.5821,39.315,223.495,g
81.4662,30.4227,3.2921,0.2174,0.1406,-44.1152,-43.2423,-7.2463,4.047,297.312,g
81.2464,77.0121,3.8888,0.1267,0.0634,-66.0714,-42.8035,21.757,22.5005,359.445,h
27.0182,11.3381,2.5403,0.4236,0.2349,36.4804,12.4563,1.7171,30.222,51.245,g
20.3722,12.903,2.2844,0.4519,0.2312,-16.5144,-5.7444,7.3167,50.6061,175.856,g
19.1533,10.0736,2.3139,0.5437,0.2791,25.6041,5.4195,4.452,69.7206,222.842,h
172.2442,20.1926,2.9009,0.2887,0.194,124.599,112.9452,-21.4436,28.9553,210.8496,h
41.606,25.6456,2.9717,0.1996,0.1083,29.1389,-7.0886,10.2942,20.3344,86.0919,g
41.2726,21.9081,3.221,0.2369,0.1211,26.9247,29.987,15.227,6.769,158.461,g
85.3249,22.4331,3.0197,0.279,0.1629,-37.8354,42.8629,-14.1885,6.8408,291.206,g
39.6497,18.7087,2.8606,0.2633,0.1371,-27.144,-26.5298,-7.481,3.3533,211.335,g
30.147,12.4679,2.5746,0.3888,0.2117,7.1126,-20.1432,-8.1708,5.9657,193.48,g
16.4192,7.2124,2.3064,0.8444,0.5951,-3.036,-7.2376,-5.8913,38.836,121.099,g
28.2268,23.3396,2.7945,0.3018,0.1581,30.0461,23.1699,14.1712,24.9723,199.729,h
60.4279,15.5356,3.0396,0.345,0.1812,82.1905,34.2324,-12.1593,19.428,286.138,h
23.0242,13.2275,2.2188,0.4471,0.2326,-25.6063,-10.429,5.5499,33.4008,210.819,g
30.2768,17.9293,2.7188,0.3564,0.215,28.7962,36.4239,12.1438,26.7655,149.998,h
40.0973,21.5047,2.9941,0.2524,0.1343,42.9608,34.3455,-11.4139,0.183,147.843,g
25.5745,7.0241,2.3962,0.6426,0.4197,12.8445,14.8244,-5.6436,32.4792,74.2403,h
78.8829,27.055,3.4497,0.1811,0.0932,53.4896,66.8412,-14.5304,3.939,291.219,g
16.7909,11.4284,2.3032,0.5821,0.3109,0.4105,-4.0309,4.6424,15.7723,162.458,g
30.3031,11.8554,2.5781,0.3567,0.181,14.9382,-21.9329,-6.1281,0.274,201.537,g
36.6165,16.1347,2.6794,0.3243,0.1831,-10.6523,-22.1609,16.3783,0.727,259.23,g
27.7812,16.1918,2.5502,0.3099,0.1676,-13.8894,-12.2857,8.7901,11.8495,181.704,h
70.3414,32.109,3.4073,0.1425,0.0797,49.9735,73.6752,24.6572,0.517,199.846,g
19.9589,7.3244,2.1538,0.7439,0.4035,-2.5303,9.5411,-5.2097,12.9273,209.314,g
105.498,24.5667,3.2654,0.2518,0.1636,-12.5157,-45.4692,-21.9261,0.965,328.706,g
33.851,10.4137,2.7738,0.4411,0.2416,14.3994,-16.5235,-5.2557,85.1914,241.879,h
36.2124,9.5335,2.3838,0.3884,0.1963,-22.2515,-24.4503,-5.3397,27.4653,53.5635,g
48.158,14.8748,2.4346,0.4265,0.2298,32.3106,34.6064,-13.9092,20.997,227.967,g
49.3247,10.6729,2.7115,0.3378,0.1772,35.3775,21.292,2.8949,15.1485,207.2384,h
263.914,256.382,3.7684,0.0651,0.0326,220.488,52.4448,-95.0139,10.312,31.9174,h
41.2575,21.8584,2.9923,0.2209,0.1155,-7.1115,-22.9775,-13.0627,2.555,233.09,g
65.4786,41.5616,3.3704,0.2872,0.1835,-21.3659,40.5399,18.4927,24.6642,333.785,h
22.1635,15.3738,2.5514,0.4382,0.2261,29.7541,-9.5821,-4.5724,26.5822,110.607,g
88.2238,42.1892,4.0097,0.1196,0.0622,13.8653,77.0022,-27.6359,0.8714,318.368,g
25.8379,10.5903,2.4257,0.4916,0.2608,9.4113,21.7968,-5.8969,26.604,74.3439,g
56.8378,19.5654,3.2019,0.1796,0.0927,-28.9564,39.7685,9.0352,3.022,245.844,g
79.051,34.4773,3.7622,0.2268,0.136,13.1226,45.3094,14.7917,2.3684,343.054,g
41.7332,20.7097,3.0443,0.2104,0.1061,-10.6918,9.6262,9.8165,1.0347,168.992,g
22.7103,17.5142,2.541,0.3683,0.2,-9.0837,9.9208,-15.8225,78.773,140.182,g
17.6021,9.474,2.48,0.702,0.5017,6.0734,-13.1921,-9.8941,11.993,137.412,h
36.4006,10.9088,2.3064,0.4346,0.2247,-23.6184,-15.0649,-7.4631,0.0175,184.199,g
56.7107,17.0717,2.749,0.221,0.1221,-20.0571,-33.8718,-4.3812,2.489,162.538,g
90.3339,41.3571,3.5961,0.2033,0.1114,29.7285,-43.3006,-34.2388,2.816,370.971,g
37.9632,24.1878,2.8354,0.2264,0.1468,37.7066,19.804,14.8819,1.7101,186.551,g
22.1115,19.1968,2.5075,0.4375,0.2191,-12.398,20.39,12.4811,76.7034,190.5456,h
85.6478,20.1038,3.3537,0.2719,0.2004,-43.2684,61.6568,-19.4233,0.7472,318.342,g
101.59,31.0974,3.4678,0.1502,0.0839,32.0957,77.2265,15.3875,1.192,306.838,g
82.8071,20.5546,3.5722,0.2426,0.1241,-53.7864,67.56,-12.9826,0.524,276.384,g
20.9074,7.1656,2.1973,0.6794,0.3524,-0.187,4.469,-6.1032,45.8552,223.063,h
25.7625,16.629,2.4161,0.7065,0.525,-7.6826,18.7862,-11.9969,20.9026,178.7593,h
95.9193,24.9227,3.3052,0.2273,0.1458,-26.8653,58.577,-14.2839,7.4375,316.122,g
61.9162,14.3146,3.0734,0.2785,0.1444,59.65,30.1938,-0.9945,70.6187,223.2091,h
56.3397,10.6337,2.9504,0.3386,0.1867,1.6318,34.4433,-5.2656,18.458,94.5246,h
24.089,8.8371,2.301,0.635,0.3975,26.9748,9.164,-9.5814,41.9756,229.267,g
101.25,24.022,2.9696,0.2359,0.1206,-43.493,114.461,-6.8962,10.965,278.483,g
88.3013,45.0557,3.8422,0.1703,0.0858,-77.4339,-39.7509,-21.3901,4.067,381.607,g
33.2729,17.7705,2.8366,0.3525,0.1901,1.8486,32.4516,12.5337,13.2336,155.029,g
20.9745,10.2545,2.4518,0.6784,0.4717,15.5785,19.6311,-10.5785,50.79,174.42,h
28.251,9.1968,2.4526,0.5432,0.3545,6.4403,23.8752,-9.2986,67.6187,155.68,h
26.0211,9.5427,2.4005,0.505,0.2883,-10.0603,11.2665,-4.0374,10.2299,144.926,g
50.8879,21.0836,2.9848,0.2113,0.1217,10.5051,34.0812,7.1404,1.6086,197.139,g
